time,value
11,-0.39810230491252874
12,-1.8394294947700978
12,-0.660842350520463
12,-0.660842350520463
12,-0.660842350520463
12,-0.635767908497046
12,-0.43689941210800853
12,-0.43689941210800853
12,-0.4095346252814185
12,-0.4075777847133448
12,-0.4075777847133448
12,-0.40175122798816787
12,-0.3986294074954966
12,-0.3986294074954966
12,-0.39809124660975925
12,-0.39809124660975925
12,-0.39809124660975925
12,-0.39809124660975925
12,-0.3980726143691147
12,-0.3980726143691147
12,-0.39800380345659825
13,-4.172766410988086
13,-4.172766410988086
13,-4.061371624874436
13,-1.1079977118858686
13,-1.1079977118858686
13,-0.7974607273390664
13,-0.43141719401951484
13,-0.43141719401951484
13,-0.43141719401951484
13,-0.43141719401951484
13,-0.43141719401951484
13,-0.39959447816550053
13,-0.39959447816550053
13,-0.39959447816550053
13,-0.39959447816550053
13,-0.39959447816550053
13,-0.39959447816550053
13,-0.3983467703483665
13,-0.3980548863801836
13,-0.3980548863801836
14,-1.3988894456680256
14,-1.3988894456680256
14,-1.3988894456680256
14,-1.3988894456680256
14,-0.5801835330365552
14,-0.4567518869913556
14,-0.4567518869913556
14,-0.4567518869913556
14,-0.4567518869913556
14,-0.4567518869913556
14,-0.4114547290087849
14,-0.4114547290087849
14,-0.4114547290087849
14,-0.4114547290087849
14,-0.40174828549949915
14,-0.3999825251954352
14,-0.3979234026398313
14,-0.3979234026398313
14,-0.39792239304625987
14,-0.39792239304625987
15,-0.6565749563078835
15,-0.6565749563078835
15,-0.6565749563078835
15,-0.6565749563078835
15,-0.6565749563078835
15,-0.5689564709558841
15,-0.5689564709558841
15,-0.43367806642772955
15,-0.43367806642772955
15,-0.39920634049186177
15,-0.39920634049186177
15,-0.39920634049186177
15,-0.39920634049186177
15,-0.39920634049186177
15,-0.3979655549893728
15,-0.3979655549893728
15,-0.3979655549893728
15,-0.3979655549893728
15,-0.3979655549893728
15,-0.39790708962152976
16,-5.003251031304951
16,-5.003251031304951
16,-3.56777828056574
16,-3.56777828056574
16,-0.6185651907035457
16,-0.5564117285473209
16,-0.5564117285473209
16,-0.5283409332257563
16,-0.5283409332257563
16,-0.407782755611624
16,-0.407782755611624
16,-0.40194861350816957
16,-0.40194861350816957
16,-0.3992036639368166
16,-0.3992036639368166
16,-0.39789166984495417
16,-0.39789166984495417
16,-0.39789166984495417
16,-0.39789166984495417
16,-0.39789166984495417
17,-6.090413337221387
17,-2.032491983985617
17,-2.032491983985617
17,-0.4811918466842986
17,-0.4811918466842986
17,-0.4811918466842986
17,-0.4811918466842986
17,-0.45808666268600895
17,-0.45808666268600895
17,-0.45808666268600895
17,-0.45808666268600895
17,-0.398629134684338
17,-0.398629134684338
17,-0.398629134684338
17,-0.398629134684338
17,-0.398629134684338
17,-0.398629134684338
17,-0.3983440412267978
17,-0.39794649268044147
17,-0.39791105769650237
18,-1.1500838643416262
18,-1.1500838643416262
18,-1.1500838643416262
18,-1.1500838643416262
18,-1.1500838643416262
18,-0.7814416429323714
18,-0.7392165844331604
18,-0.7392165844331604
18,-0.7392165844331604
18,-0.40141768652264354
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3981063664191389
18,-0.3979076958580219
19,-0.8890524220144336
19,-0.8890524220144336
19,-0.8890524220144336
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.4017738261835895
19,-0.39805523213978056
19,-0.39805523213978056
19,-0.3979497566221699
19,-0.3979497566221699
19,-0.3979497566221699
19,-0.3979497566221699
19,-0.3979497566221699
19,-0.3978920424904686
19,-0.3978920424904686
20,-2.111361309492363
20,-2.111361309492363
20,-2.111361309492363
20,-2.111361309492363
20,-2.111361309492363
20,-2.111361309492363
20,-0.6688945769599943
20,-0.6688945769599943
20,-0.5717514531921175
20,-0.5526544397647122
20,-0.5526544397647122
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
20,-0.3980503216009499
